trade_time,goods_code,goods_name,open,high,low,close,maprice_80,stdprice_80,stdmux_80,highstdmux_80,lowstdmux_80,maprice_100,stdprice_100,stdmux_100,highstdmux_100,lowstdmux_100,maprice_120,stdprice_120,stdmux_120,highstdmux_120,lowstdmux_120,maprice_140,stdprice_140,stdmux_140,highstdmux_140,lowstdmux_140,maprice_160,stdprice_160,stdmux_160,highstdmux_160,lowstdmux_160,maprice_180,stdprice_180,stdmux_180,highstdmux_180,lowstdmux_180,maprice_200,stdprice_200,stdmux_200,highstdmux_200,lowstdmux_200,maprice_220,stdprice_220,stdmux_220,highstdmux_220,lowstdmux_220,maprice_240,stdprice_240,stdmux_240,highstdmux_240,lowstdmux_240,maprice_260,stdprice_260,stdmux_260,highstdmux_260,lowstdmux_260
2019-10-23 22:15:00,bu1912.SHF,沥青,0.0,2986.0,2982.0,2984.0,2970.761,11.9761,1.1055,1.2725,0.9385,2970.5763,10.9263,1.2286,1.4116,1.0455,2970.2046,10.2766,1.3424,1.537,1.1478,2969.4745,9.8515,1.4744,1.6775,1.2714,2966.9214,10.4187,1.6392,1.8312,1.4473,2966.5789,10.0141,1.7397,1.9394,1.5399,2965.9336,9.9136,1.8224,2.0241,1.6206,2967.8602,10.3288,1.5626,1.7562,1.369,2963.0352,14.4846,1.4474,1.5855,1.3093,2956.0256,20.2443,1.3818,1.4806,1.283
2019-10-23 22:20:00,bu1912.SHF,沥青,0.0,2988.0,2982.0,2984.0,2970.763,12.0757,1.0962,1.4274,0.9306,2970.6538,11.0257,1.2105,1.5733,1.0291,2970.2886,10.3046,1.3306,1.7188,1.1365,2969.5743,9.9443,1.4506,1.8529,1.2495,2966.9783,10.5112,1.6194,1.9999,1.4291,2966.6407,10.0948,1.7196,2.1159,1.5215,2965.9323,9.9853,1.8094,2.21,1.6091,2968.0377,10.309,1.5484,1.9364,1.3544,2963.5014,14.1559,1.4481,1.7306,1.3068,2956.1851,20.2625,1.3727,1.5701,1.274
2019-10-23 22:25:00,bu1912.SHF,沥青,0.0,2990.0,2984.0,2986.0,2970.8759,12.222,1.2375,1.5647,1.0738,2970.7673,11.1602,1.3649,1.7233,1.1857,2970.4051,10.3751,1.5031,1.8887,1.3103,2969.6831,10.059,1.6221,2.0198,1.4233,2967.0741,10.6271,1.7809,2.1573,1.5927,2966.733,10.2013,1.8887,2.2808,1.6926,2965.9589,10.0845,1.9873,2.384,1.789,2968.1896,10.3214,1.7256,2.1131,1.5318,2963.9882,13.9159,1.5818,1.8692,1.4381,2956.4171,20.2491,1.4609,1.6585,1.3622
2019-10-23 22:30:00,bu1912.SHF,沥青,0.0,2988.0,2984.0,2984.0,2970.9171,12.3309,1.061,1.3854,1.061,2970.8177,11.2618,1.1705,1.5257,1.1705,2970.4703,10.4309,1.2971,1.6806,1.2971,2969.7382,10.1449,1.4058,1.8001,1.4058,2967.109,10.7189,1.5758,1.949,1.5758,2966.7746,10.2889,1.6742,2.0629,1.6742,2966.0416,10.1724,1.7654,2.1586,1.7654,2968.2597,10.3134,1.5262,1.914,1.5262,2964.3716,13.6799,1.4348,1.7272,1.4348,2957.2125,20.1983,1.3262,1.5243,1.3262
2019-10-23 22:35:00,bu1912.SHF,沥青,0.0,2996.0,2986.0,2990.0,2971.4347,12.549,1.4794,1.9575,1.1607,2971.233,11.4521,1.6387,2.1626,1.2895,2970.8936,10.5973,1.803,2.3691,1.4255,2970.123,10.3083,1.9282,2.5103,1.5402,2967.4629,10.8812,2.0712,2.6226,1.7036,2967.1299,10.4083,2.1973,2.7738,1.813,2966.3017,10.3056,2.2996,2.8818,1.9114,2968.5415,10.3753,2.0682,2.6465,1.6827,2964.9272,13.4786,1.8602,2.3053,1.5634,2958.1123,20.0455,1.5908,1.8901,1.3912
2019-10-23 22:40:00,bu1912.SHF,沥青,0.0,2992.0,2986.0,2988.0,2971.5528,12.7203,1.293,1.6074,1.1358,2971.3452,11.6024,1.4355,1.7802,1.2631,2971.031,10.6965,1.5864,1.9604,1.3994,2970.2321,10.4365,1.7025,2.0857,1.5108,2967.5725,11.0117,1.8551,2.2183,1.6734,2967.2378,10.5274,1.9722,2.3522,1.7822,2966.4063,10.4319,2.07,2.4534,1.8782,2968.7825,10.4757,1.8345,2.2163,1.6436,2965.1462,13.2219,1.7285,2.031,1.5772,2958.9146,19.8749,1.4634,1.6647,1.3628
2019-10-23 22:45:00,bu1912.SHF,沥青,0.0,2992.0,2988.0,2990.0,2971.6771,12.9261,1.4175,1.5722,1.2628,2971.4391,11.7761,1.5762,1.746,1.4063,2971.1578,10.8483,1.7369,1.9212,1.5525,2970.3934,10.5659,1.8557,2.0449,1.6664,2967.6687,11.1657,2.0,2.1791,1.8209,2967.3304,10.6769,2.1232,2.3106,1.9359,2966.5566,10.5575,2.2205,2.41,2.0311,2968.802,10.5933,2.0011,2.1899,1.8123,2965.3672,13.0559,1.8867,2.0399,1.7335,2959.2537,19.7483,1.5569,1.6582,1.4556
2019-10-23 22:50:00,bu1912.SHF,沥青,0.0,2996.0,2990.0,2992.0,2971.8495,13.1563,1.5316,1.8357,1.3796,2971.572,11.981,1.705,2.0389,1.5381,2971.3052,11.026,1.8769,2.2397,1.6955,2970.5467,10.7417,1.9972,2.3696,1.811,2967.7982,11.3423,2.1338,2.4864,1.9574,2967.4612,10.8375,2.2642,2.6333,2.0797,2966.8454,10.6517,2.3616,2.7371,2.1738,2968.9047,10.7377,2.1509,2.5234,1.9646,2965.5962,12.8416,2.0561,2.3676,1.9004,2959.9524,19.6094,1.6343,1.8383,1.5323
2019-10-23 22:55:00,bu1912.SHF,沥青,0.0,3006.0,2992.0,3004.0,2973.1358,13.6851,2.2553,2.4015,1.3784,2972.5814,12.4479,2.524,2.6847,1.56,2972.3244,11.4571,2.7647,2.9393,1.7173,2971.4787,11.1473,2.9174,3.0968,1.8409,2968.9063,11.6813,3.0043,3.1755,1.977,2968.2475,11.1882,3.1955,3.3743,2.123,2967.6623,10.9705,3.3123,3.4946,2.2185,2969.4779,11.0372,3.1278,3.309,2.0406,2966.3239,12.6851,2.9701,3.1278,2.0241,2960.622,19.5737,2.2161,2.3183,1.6031
2019-10-23 23:00:00,bu1912.SHF,沥青,0.0,3004.0,2992.0,2992.0,2973.5892,13.9103,1.3235,2.1862,1.3235,2972.9256,12.6353,1.5096,2.4593,1.5096,2972.6717,11.6229,1.6629,2.6954,1.6629,2971.8022,11.3121,1.7855,2.8463,1.7855,2969.5863,11.6974,1.9161,2.942,1.9161,2968.5435,11.3274,2.0708,3.1301,2.0708,2967.958,11.122,2.1617,3.2406,2.1617,2969.7029,11.1718,1.9958,3.07,1.9958,2966.7156,12.4474,2.0313,2.9953,2.0313,2960.9596,19.4611,1.595,2.2116,1.595
2019-10-24 09:05:00,bu1912.SHF,沥青,0.0,3012.0,3000.0,3002.0,2974.8677,14.3659,1.8887,2.5848,1.7494,2973.9615,13.0184,2.1538,2.9219,2.0001,2973.6351,11.9848,2.3668,3.2011,2.1999,2972.7014,11.6444,2.5161,3.3749,2.3444,2970.8699,11.8063,2.6367,3.4837,2.4673,2969.3704,11.5971,2.8136,3.6759,2.6411,2968.7254,11.4015,2.9184,3.7955,2.743,2970.2711,11.4247,2.7772,3.6525,2.6022,2967.5129,12.3959,2.7821,3.5889,2.6208,2961.6073,19.4154,2.0804,2.5955,1.9774
2019-10-24 09:10:00,bu1912.SHF,沥青,0.0,3012.0,3000.0,3010.0,2975.6757,15.0383,2.2825,2.4154,1.6175,2974.6362,13.6063,2.5991,2.7461,1.8641,2974.2575,12.522,2.8544,3.0141,2.0558,2973.3243,12.141,3.0208,3.1856,2.1972,2971.6275,12.0882,3.1744,3.3398,2.3471,2969.8857,12.0232,3.3364,3.5028,2.5047,2969.2144,11.7917,3.4588,3.6285,2.6108,2970.6501,11.7945,3.3363,3.5059,2.4884,2968.1167,12.498,3.3512,3.5112,2.5511,2962.0853,19.4159,2.4678,2.5708,1.9528
2019-10-24 09:15:00,bu1912.SHF,沥青,0.0,3018.0,3006.0,3008.0,2976.5861,15.6046,2.0131,2.654,1.885,2975.43,14.1052,2.3091,3.018,2.1673,2974.985,12.9717,2.5452,3.3161,2.391,2974.0674,12.5598,2.7017,3.4979,2.5424,2972.4876,12.2795,2.892,3.7064,2.7291,2970.4813,12.3857,3.0292,3.8366,2.8677,2969.784,12.1428,3.1472,3.9707,2.9825,2971.0665,12.1091,3.0501,3.8759,2.8849,2968.7529,12.7737,3.0725,3.8553,2.9159,2962.7226,19.3491,2.34,2.8568,2.2367
2019-10-24 09:20:00,bu1912.SHF,沥青,0.0,3012.0,3004.0,3004.0,2976.9852,16.0297,1.6853,2.1844,1.6853,2975.8491,14.4622,1.9465,2.4997,1.9465,2975.3021,13.315,2.1553,2.7561,2.1553,2974.3572,12.8835,2.3008,2.9218,2.3008,2972.9924,12.348,2.5111,3.159,2.5111,2970.7612,12.6781,2.6217,3.2527,2.6217,2970.0469,12.4163,2.7346,3.3789,2.7346,2971.1023,12.334,2.6672,3.3159,2.6672,2969.1965,12.9025,2.6974,3.3174,2.6974,2963.0655,19.217,2.1301,2.5464,2.1301
2019-10-24 09:25:00,bu1912.SHF,沥青,0.0,3006.0,2994.0,3000.0,2977.5442,16.3397,1.3743,1.7415,1.0071,2976.4411,14.7174,1.6008,2.0084,1.1931,2975.7462,13.5678,1.7876,2.2298,1.3454,2974.7635,13.1263,1.9226,2.3797,1.4655,2973.7727,12.5412,2.0913,2.5697,1.6129,2971.1368,12.8948,2.2384,2.7037,1.7731,2970.4874,12.5892,2.3443,2.8209,1.8677,2970.212,12.3798,2.4062,2.8908,1.9215,2969.6663,13.0097,2.3316,2.7928,1.8704,2963.9206,18.9195,1.907,2.2241,1.5899
2019-10-24 09:30:00,bu1912.SHF,沥青,0.0,3002.0,2996.0,3000.0,2977.708,16.6303,1.3404,1.4607,1.0999,2976.6649,14.9595,1.5599,1.6936,1.2925,2975.8861,13.8107,1.746,1.8908,1.4564,2974.8793,13.3648,1.8796,2.0293,1.5803,2974.0085,12.7109,2.0448,2.2022,1.7301,2971.2366,13.1045,2.1949,2.3475,1.8897,2970.6635,12.7551,2.3,2.4568,1.9864,2970.0015,12.4651,2.4066,2.5671,2.0857,2969.8618,13.0968,2.3012,2.4539,1.9958,2964.44,18.5806,1.9138,2.0215,1.6985
2019-10-24 09:35:00,bu1912.SHF,沥青,0.0,3002.0,2992.0,2994.0,2977.9218,16.8025,0.9569,1.433,0.8379,2977.0058,15.0788,1.127,1.6576,0.9944,2976.0791,13.9483,1.2848,1.8584,1.1414,2975.0506,13.5126,1.4023,1.9944,1.2543,2974.2247,12.8462,1.5394,2.1621,1.3837,2971.4023,13.2291,1.7082,2.3129,1.557,2970.8558,12.8457,1.8017,2.4245,1.646,2970.055,12.5885,1.9021,2.5376,1.7433,2970.0561,13.121,1.8248,2.4346,1.6724,2965.0652,18.1534,1.5939,2.0346,1.4837
2019-10-24 09:40:00,bu1912.SHF,沥青,0.0,2998.0,2994.0,2996.0,2978.029,17.0033,1.0569,1.1745,0.9393,2977.3927,15.2433,1.2207,1.3519,1.0895,2976.1763,14.0991,1.406,1.5479,1.2642,2975.214,13.6515,1.5226,1.6691,1.3761,2974.3724,13.0016,1.6635,1.8173,1.5096,2971.4887,13.3541,1.8355,1.9853,1.6857,2970.9481,12.9534,1.934,2.0884,1.7796,2970.0813,12.7341,2.0354,2.1924,1.8783,2970.1889,13.1886,1.9571,2.1087,1.8054,2965.3663,17.8101,1.72,1.8323,1.6077
2019-10-24 09:45:00,bu1912.SHF,沥青,0.0,2998.0,2992.0,2996.0,2978.2586,17.1946,1.0318,1.1481,0.7992,2977.7001,15.4082,1.1877,1.3175,0.9281,2976.3933,14.2587,1.3751,1.5153,1.0945,2975.7374,13.7568,1.4729,1.6183,1.1821,2974.6301,13.1615,1.6237,1.7756,1.3198,2971.6881,13.4988,1.801,1.9492,1.5047,2971.1456,13.0934,1.8982,2.051,1.5927,2970.2193,12.8772,2.002,2.1574,1.6914,2970.617,13.1889,1.9246,2.0762,1.6213,2965.7563,17.3278,1.7454,1.8608,1.5145
2019-10-24 09:50:00,bu1912.SHF,沥青,0.0,2996.0,2986.0,2988.0,2978.4574,17.2739,0.5524,1.0156,0.4366,2977.9115,15.4786,0.6518,1.1686,0.5226,2976.622,14.3158,0.7948,1.3536,0.6551,2975.9565,13.7524,0.8757,1.4575,0.7303,2974.8599,13.2312,0.9931,1.5978,0.842,2971.8818,13.5638,1.1883,1.7781,1.0409,2971.3306,13.1623,1.2664,1.8742,1.1145,2970.3832,12.9512,1.3602,1.9779,1.2058,2971.1248,13.1569,1.2826,1.8907,1.1306,2966.2465,16.9296,1.2849,1.7575,1.1668
2019-10-24 09:55:00,bu1912.SHF,沥青,0.0,2990.0,2984.0,2990.0,2978.5879,17.3715,0.6569,0.6569,0.3116,2977.9984,15.5612,0.7713,0.7713,0.3857,2976.7376,14.3798,0.9223,0.9223,0.505,2976.1114,13.7791,1.0079,1.0079,0.5725,2975.0077,13.3112,1.1263,1.1263,0.6755,2971.9785,13.6483,1.3204,1.3204,0.8808,2971.4327,13.2327,1.4031,1.4031,0.9497,2970.4604,13.0393,1.4985,1.4985,1.0384,2971.3504,13.081,1.4257,1.4257,0.967,2966.5909,16.5846,1.4115,1.4115,1.0497
2019-10-24 10:00:00,bu1912.SHF,沥青,0.0,2992.0,2988.0,2990.0,2978.8695,17.4565,0.6376,0.7522,0.523,2978.0902,15.6468,0.7612,0.889,0.6333,2976.8543,14.4404,0.9103,1.0488,0.7718,2976.2235,13.784,0.9995,1.1446,0.8544,2975.1575,13.3814,1.1092,1.2586,0.9597,2972.0768,13.7257,1.3058,1.4515,1.1601,2971.5319,13.3009,1.3885,1.5389,1.2381,2970.5123,13.12,1.4853,1.6378,1.3329,2971.5557,13.072,1.411,1.564,1.258,2967.0665,16.3079,1.4063,1.5289,1.2836
2019-10-24 10:05:00,bu1912.SHF,沥青,0.0,2996.0,2990.0,2994.0,2979.0882,17.5779,0.8483,0.9621,0.6208,2978.2053,15.779,1.001,1.1277,0.7475,2976.972,14.5575,1.1697,1.3071,0.8949,2976.3333,13.8432,1.2762,1.4207,0.9873,2975.2678,13.4884,1.3888,1.537,1.0922,2972.1838,13.8425,1.576,1.7205,1.2871,2971.6291,13.409,1.6683,1.8175,1.37,2970.5809,13.2372,1.7692,1.9203,1.467,2971.7169,13.1056,1.7003,1.8529,1.3951,2967.5436,16.1215,1.6411,1.7651,1.3929
2019-10-24 10:10:00,bu1912.SHF,沥青,0.0,2996.0,2992.0,2994.0,2979.3946,17.6778,0.8262,0.9393,0.7131,2978.2647,15.9075,0.9892,1.1149,0.8634,2977.0481,14.6757,1.1551,1.2914,1.0188,2976.3987,13.9128,1.2651,1.4089,1.1214,2975.3262,13.5915,1.3739,1.5211,1.2268,2972.2369,13.9621,1.5587,1.702,1.4155,2971.6733,13.52,1.6514,1.7993,1.5035,2970.7039,13.3498,1.7451,1.8949,1.5952,2971.7909,13.1361,1.6907,1.8429,1.5384,2967.9163,15.9508,1.6353,1.7606,1.5099
2019-10-24 10:15:00,bu1912.SHF,沥青,0.0,2996.0,2992.0,2992.0,2979.5034,17.7433,0.7043,0.9297,0.7043,2978.3009,16.0088,0.8557,1.1056,0.8557,2977.1103,14.7714,1.008,1.2788,1.008,2976.4606,13.9823,1.1114,1.3974,1.1114,2975.372,13.671,1.2163,1.5089,1.2163,2972.313,14.0586,1.4004,1.6849,1.4004,2971.7366,13.578,1.4924,1.787,1.4924,2970.7124,13.4426,1.5836,1.8812,1.5836,2971.8748,13.1613,1.5291,1.833,1.5291,2968.2546,15.7594,1.5067,1.7606,1.5067
2019-10-24 10:35:00,bu1912.SHF,沥青,0.0,2996.0,2992.0,2994.0,2979.9393,17.7658,0.7914,0.904,0.6789,2978.385,16.1308,0.968,1.092,0.844,2977.1725,14.8862,1.1304,1.2648,0.9961,2976.5456,14.0425,1.243,1.3854,1.1005,2975.4323,13.7671,1.3487,1.494,1.2034,2972.391,14.1672,1.5253,1.6665,1.3841,2971.809,13.6775,1.6225,1.7687,1.4762,2970.8039,13.5545,1.7113,1.8589,1.5638,2972.132,13.2543,1.6499,1.8008,1.499,2968.441,15.5495,1.6437,1.7723,1.5151
2019-10-24 10:40:00,bu1912.SHF,沥青,0.0,2996.0,2988.0,2992.0,2980.3513,17.6629,0.6595,0.886,0.433,2978.4574,16.2264,0.8346,1.0811,0.5881,2977.2422,14.9778,0.9853,1.2524,0.7183,2976.6307,14.1042,1.0897,1.3733,0.8061,2975.5611,13.8189,1.1896,1.4791,0.9001,2972.4667,14.2592,1.3699,1.6504,1.0894,2971.8924,13.7706,1.4602,1.7507,1.1697,2970.9391,13.6255,1.5457,1.8393,1.2521,2972.1724,13.3395,1.4864,1.7863,1.1865,2968.6386,15.3889,1.5181,1.778,1.2581
2019-10-24 10:45:00,bu1912.SHF,沥青,0.0,2996.0,2992.0,2992.0,2980.5945,17.5786,0.6488,0.8764,0.6488,2978.4816,16.3192,0.8284,1.0735,0.8284,2977.2756,15.0673,0.9772,1.2427,0.9772,2976.6661,14.1623,1.0827,1.3652,1.0827,2975.6159,13.889,1.1797,1.4676,1.1797,2972.5246,14.349,1.3573,1.636,1.3573,2971.9393,13.8479,1.4486,1.7375,1.4486,2971.153,13.6504,1.5272,1.8202,1.5272,2972.2348,13.4242,1.4723,1.7703,1.4723,2968.8008,15.1743,1.5288,1.7924,1.5288
2019-10-24 10:50:00,bu1912.SHF,沥青,0.0,2994.0,2988.0,2990.0,2980.8165,17.4602,0.526,0.7551,0.4114,2978.526,16.3874,0.7002,0.9443,0.5781,2977.3365,15.1356,0.8367,1.101,0.7045,2976.7424,14.2099,0.933,1.2145,0.7922,2975.6729,13.9473,1.0272,1.314,0.8838,2972.8878,14.3845,1.1896,1.4677,1.0506,2971.9976,13.9137,1.2939,1.5813,1.1501,2971.2857,13.7017,1.3658,1.6578,1.2199,2972.297,13.4949,1.3118,1.6082,1.1636,2969.0269,14.8862,1.4089,1.6776,1.2745
2019-10-24 10:55:00,bu1912.SHF,沥青,0.0,2996.0,2988.0,2996.0,2981.106,17.3242,0.8597,0.8597,0.3979,2978.6982,16.5203,1.0473,1.0473,0.5631,2977.4114,15.2646,1.2178,1.2178,0.6937,2976.8047,14.3132,1.3411,1.3411,0.7822,2975.7272,14.0593,1.442,1.442,0.8729,2973.3095,14.3733,1.5787,1.5787,1.0221,2972.0543,14.0139,1.7087,1.7087,1.1378,2971.3589,13.8185,1.7832,1.7832,1.2043,2972.3565,13.6057,1.7378,1.7378,1.1498,2969.244,14.6813,1.8225,1.8225,1.2775
2019-10-24 11:00:00,bu1912.SHF,沥青,0.0,2996.0,2986.0,2990.0,2981.699,17.0579,0.4866,0.8384,0.2521,2978.8858,16.5841,0.6702,1.032,0.429,2977.4883,15.3297,0.8162,1.2076,0.5552,2976.9045,14.3755,0.911,1.3283,0.6327,2975.8144,14.1127,1.0052,1.4303,0.7217,2973.8351,14.2594,1.1336,1.5544,0.8531,2972.1944,14.0522,1.2671,1.6941,0.9824,2971.4679,13.88,1.3352,1.7674,1.047,2972.4288,13.6739,1.285,1.7238,0.9925,2969.5614,14.5008,1.4095,1.8233,1.1336
2019-10-24 11:05:00,bu1912.SHF,沥青,0.0,2992.0,2988.0,2990.0,2982.7753,16.6725,0.4333,0.5533,0.3134,2978.9359,16.6403,0.6649,0.7851,0.5447,2977.5288,15.3919,0.8102,0.9402,0.6803,2976.9505,14.4362,0.9039,1.0425,0.7654,2975.9081,14.1709,0.9944,1.1356,0.8533,2974.092,14.1629,1.1232,1.2644,0.982,2972.2579,14.112,1.2572,1.399,1.1155,2971.5198,13.9254,1.3271,1.4707,1.1835,2972.4703,13.7412,1.2757,1.4213,1.1302,2969.8454,14.3584,1.4037,1.543,1.2644
2019-10-24 11:10:00,bu1912.SHF,沥青,0.0,2990.0,2988.0,2990.0,2983.4953,16.2574,0.4001,0.4001,0.2771,2978.9786,16.6938,0.6602,0.6602,0.5404,2977.5899,15.4483,0.8033,0.8033,0.6739,2977.0026,14.4829,0.8974,0.8974,0.7593,2976.0228,14.2204,0.9829,0.9829,0.8423,2974.3586,14.0364,1.1143,1.1143,0.9719,2972.3106,14.1637,1.2489,1.2489,1.1077,2971.5684,13.9836,1.3181,1.3181,1.1751,2972.4763,13.8041,1.2695,1.2695,1.1246,2970.1107,14.3993,1.3813,1.3813,1.2424
2019-10-24 11:15:00,bu1912.SHF,沥青,0.0,2992.0,2990.0,2990.0,2983.9322,15.9174,0.3812,0.5069,0.3812,2979.0238,16.7507,0.6553,0.7747,0.6553,2977.7039,15.4762,0.7945,0.9238,0.7945,2977.0393,14.5347,0.8917,1.0293,0.8917,2976.0616,14.2851,0.9757,1.1157,0.9757,2974.6095,13.8769,1.1091,1.2532,1.1091,2972.3672,14.2292,1.2392,1.3798,1.2392,2971.6112,14.0401,1.3097,1.4522,1.3097,2972.3657,13.8521,1.273,1.4174,1.273,2970.3889,14.3599,1.3657,1.505,1.3657
2019-10-24 11:20:00,bu1912.SHF,沥青,0.0,2994.0,2988.0,2992.0,2984.1271,15.6673,0.5025,0.6302,0.2472,2979.1005,16.8173,0.767,0.886,0.5292,2977.8732,15.5179,0.9104,1.0392,0.6526,2977.0951,14.6009,1.0208,1.1578,0.7469,2976.0985,14.3645,1.107,1.2462,0.8285,2975.0442,13.9071,1.2192,1.363,0.9316,2972.413,14.2987,1.3698,1.5097,1.0901,2971.7336,14.0743,1.44,1.5821,1.1558,2971.3222,13.8221,1.496,1.6407,1.2066,2970.6208,14.3583,1.489,1.6283,1.2104
2019-10-24 11:25:00,bu1912.SHF,沥青,0.0,2994.0,2990.0,2990.0,2984.2965,15.3796,0.3708,0.6309,0.3708,2979.1622,16.8544,0.643,0.8804,0.643,2978.0082,15.5394,0.7717,1.0291,0.7717,2977.1559,14.6488,0.8768,1.1499,0.8768,2976.1418,14.427,0.9606,1.2378,0.9606,2975.2064,13.9055,1.0639,1.3515,1.0639,2972.4459,14.352,1.2231,1.5018,1.2231,2971.8452,14.0921,1.2883,1.5721,1.2883,2971.0821,13.8088,1.37,1.6597,1.37,2970.7673,14.3285,1.3423,1.6214,1.3423
2019-10-24 11:30:00,bu1912.SHF,沥青,0.0,2992.0,2986.0,2990.0,2984.4748,15.0206,0.3678,0.501,0.1015,2979.2577,16.8975,0.6357,0.7541,0.399,2978.2436,15.5439,0.7563,0.885,0.499,2977.2553,14.6871,0.8677,1.0039,0.5954,2976.2238,14.4864,0.951,1.089,0.6749,2975.3418,13.9547,1.0504,1.1937,0.7638,2972.5334,14.397,1.2132,1.3521,0.9354,2971.9617,14.1079,1.2786,1.4204,0.9951,2971.0909,13.871,1.3632,1.5074,1.0748,2970.9055,14.2963,1.3356,1.4755,1.0558
2019-10-24 13:35:00,bu1912.SHF,沥青,0.0,2994.0,2986.0,2992.0,2984.6566,14.5355,0.5052,0.6428,0.0924,2979.3801,16.9663,0.7438,0.8617,0.3902,2978.646,15.5871,0.8567,0.985,0.4718,2977.3659,14.7292,0.9935,1.1293,0.5862,2976.4016,14.5233,1.074,1.2117,0.6609,2975.5079,14.0169,1.1766,1.3193,0.7485,2972.6382,14.4361,1.3412,1.4797,0.9256,2972.0723,14.135,1.4098,1.5513,0.9853,2971.1497,13.9479,1.4949,1.6383,1.0647,2971.0534,14.3003,1.4648,1.6046,1.0452
2019-10-24 13:40:00,bu1912.SHF,沥青,0.0,3002.0,2992.0,3002.0,2985.0988,14.1425,1.1951,1.1951,0.488,2979.6907,17.154,1.3005,1.3005,0.7176,2979.0291,15.748,1.4587,1.4587,0.8237,2977.6518,14.8919,1.635,1.635,0.9635,2976.984,14.6309,1.7098,1.7098,1.0263,2975.8423,14.1868,1.8438,1.8438,1.1389,2972.8963,14.5875,1.9951,1.9951,1.3096,2972.3264,14.2823,2.0776,2.0776,1.3775,2971.3472,14.1061,2.173,2.173,1.4641,2971.5214,14.3196,2.1285,2.1285,1.4301
2019-10-24 13:45:00,bu1912.SHF,沥青,0.0,3004.0,2998.0,3002.0,2985.4642,13.7684,1.201,1.3463,0.9105,2979.8983,17.3331,1.2751,1.3905,1.0443,2979.2483,15.9161,1.4295,1.5551,1.1782,2977.8775,15.0407,1.6038,1.7368,1.3379,2977.1932,14.7157,1.6857,1.8216,1.4139,2976.0617,14.3449,1.8082,1.9476,1.5293,2973.0639,14.7346,1.9638,2.0996,1.6924,2972.4841,14.4315,2.0452,2.1838,1.7681,2971.4859,14.2623,2.1395,2.2797,1.859,2972.0051,14.366,2.0879,2.2271,1.8095
2019-10-24 13:50:00,bu1912.SHF,沥青,0.0,3006.0,2994.0,2998.0,2985.93,13.4719,0.8959,1.4898,0.599,2980.2526,17.4566,1.0167,1.4749,0.7875,2979.5535,16.0355,1.1503,1.6492,0.9009,2978.1716,15.1274,1.3108,1.8396,1.0463,2977.5208,14.7667,1.3868,1.9286,1.116,2976.3792,14.4506,1.4962,2.0498,1.2194,2973.3201,14.8449,1.6625,2.2014,1.3931,2972.7407,14.5267,1.7388,2.2895,1.4635,2971.7115,14.3803,1.8281,2.3844,1.5499,2972.3481,14.3267,1.7905,2.3489,1.5113
2019-10-24 13:55:00,bu1912.SHF,沥青,0.0,3000.0,2994.0,2998.0,2986.4956,13.2531,0.8681,1.019,0.5662,2980.5963,17.5503,0.9916,1.1056,0.7637,2979.706,16.1524,1.1326,1.2564,0.8849,2978.3354,15.2098,1.2929,1.4244,1.0299,2977.6767,14.7962,1.3736,1.5087,1.1032,2976.5735,14.5453,1.4731,1.6106,1.1981,2973.4583,14.9465,1.642,1.7758,1.3743,2972.8778,14.619,1.7185,1.8553,1.4448,2971.8036,14.4938,1.8074,1.9454,1.5314,2972.5821,14.3473,1.7716,1.911,1.4928
2019-10-24 14:00:00,bu1912.SHF,沥青,0.0,3002.0,2994.0,2996.0,2986.7851,13.0364,0.7069,1.1671,0.5534,2980.8794,17.6039,0.8589,1.1998,0.7453,2979.8864,16.2436,0.992,1.3614,0.8689,2978.5141,15.2875,1.1438,1.5363,1.013,2977.8448,14.8185,1.2252,1.6301,1.0902,2976.7423,14.6186,1.3173,1.7278,1.1805,2973.6253,15.0345,1.4882,1.8873,1.3552,2973.0325,14.6996,1.5625,1.9706,1.4264,2971.9371,14.592,1.6491,2.0602,1.512,2972.7885,14.3637,1.616,2.0337,1.4767
2019-10-24 14:05:00,bu1912.SHF,沥青,0.0,3000.0,2996.0,2998.0,2987.2049,12.8711,0.8387,0.9941,0.6833,2981.2119,17.6582,0.9507,1.064,0.8375,2979.9762,16.3525,1.1022,1.2245,0.9799,2978.6193,15.3885,1.2594,1.3894,1.1295,2977.9345,14.8704,1.3494,1.4839,1.2149,2976.8252,14.7068,1.4398,1.5758,1.3038,2973.7056,15.1448,1.6041,1.7362,1.4721,2973.0999,14.8002,1.6824,1.8175,1.5473,2972.0902,14.6958,1.7631,1.8992,1.627,2972.8805,14.392,1.7454,1.8843,1.6064
2019-10-24 14:10:00,bu1912.SHF,沥青,0.0,2998.0,2992.0,2996.0,2987.3451,12.6642,0.6834,0.8413,0.3676,2981.3677,17.685,0.8274,0.9405,0.6012,2980.0596,16.4383,0.9697,1.0914,0.7264,2978.7314,15.4724,1.1161,1.2454,0.8576,2978.0393,14.9254,1.2034,1.3374,0.9354,2976.9131,14.7743,1.2919,1.4273,1.0212,2973.8304,15.2331,1.4554,1.5867,1.1928,2973.2037,14.85,1.5351,1.6698,1.2657,2972.1457,14.7893,1.6129,1.7482,1.3425,2972.9958,14.4155,1.5958,1.7345,1.3183
